# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 895K of event 'cycles'
# Event count (approx.): 94767389225873
#
# Children      Self  Command          Shared Object               Symbol                                        
# ........  ........  ...............  ..........................  ..............................................
#
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] sched_slice
     0.00%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] __bitmap_and
     0.00%     0.00%  iou-wrk-2973     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]            [k] rb_next
     0.00%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-2954     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-2945     [kernel.vmlinux]            [k] account_system_index_time
     0.00%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2943     [kernel.vmlinux]            [k] account_system_index_time
     0.00%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] fput
     0.00%     0.00%  iou-wrk-2981     [kernel.vmlinux]            [k] reweight_entity
     0.00%     0.00%  iou-wrk-2932     [kernel.vmlinux]            [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-2935     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] can_demote
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2935     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-2989     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]            [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] read_tsc
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] account_system_index_time
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] uncharge_batch
     0.00%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]            [k] can_demote
     0.00%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-2981     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]            [k] total_mapcount
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] account_system_index_time
     0.00%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]            [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] page_memcg
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-2932     [kernel.vmlinux]            [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-2952     [kernel.vmlinux]            [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-2973     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] mempool_free
     0.00%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-2961     [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-2945     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] resched_curr
     0.00%     0.00%  iou-wrk-2961     [kernel.vmlinux]            [k] xas_nomem
     0.00%     0.00%  iou-wrk-2974     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-2968     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-2947     [kernel.vmlinux]            [k] rb_next
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]            [k] total_mapcount
     0.00%     0.00%  iou-wrk-2984     [kernel.vmlinux]            [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-2984     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] idr_find
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] bio_uninit
     0.00%     0.00%  iou-wrk-2940     [kernel.vmlinux]            [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-2957     [libnvdimm]                 [k] to_nd_region
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-2974     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-2935     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-2952     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] trigger_load_balance
     0.00%     0.00%  kworker/72:1-ev  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/72:1-ev  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  iou-wrk-2977     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-2977     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-2943     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-2967     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-2945     [kernel.vmlinux]            [k] memcg_check_events
     0.00%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-2934     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3004     [kernel.vmlinux]            [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] tick_program_event
     0.00%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] __calc_delta
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-2988     [kernel.vmlinux]            [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3002     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3010     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3001     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] page_mapped
     0.00%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-2952     [kernel.vmlinux]            [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]            [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-2969     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-2990     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] read_tsc
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] cr4_update_irqsoff
     0.00%     0.00%  iou-wrk-2972     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-2940     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-2961     [kernel.vmlinux]            [k] update_cfs_group
     0.00%     0.00%  iou-wrk-2933     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] reweight_entity
     0.00%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]            [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-2940     [kernel.vmlinux]            [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-2971     [kernel.vmlinux]            [k] irqentry_enter
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-2968     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-2983     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-2968     [kernel.vmlinux]            [k] place_entity
     0.00%     0.00%  iou-wrk-2979     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3005     [kernel.vmlinux]            [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3011     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  kworker/44:1-ev  [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  kworker/44:1-ev  [kernel.vmlinux]            [k] process_one_work
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] resched_curr
     0.00%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] uncharge_page
     0.00%     0.00%  iou-wrk-2934     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-2998     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-2993     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] internal_add_timer
     0.00%     0.00%  iou-wrk-2934     [kernel.vmlinux]            [k] sched_clock_cpu
     0.00%     0.00%  kworker/70:2-ev  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/70:2-ev  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/70:2-ev  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-2973     [kernel.vmlinux]            [k] xas_nomem
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-2995     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] memcg_check_events
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-2949     [kernel.vmlinux]            [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]            [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-2987     [kernel.vmlinux]            [k] bio_add_page
     0.00%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-2975     [kernel.vmlinux]            [k] irqentry_exit
     0.00%     0.00%  iou-wrk-2980     [kernel.vmlinux]            [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-2984     [kernel.vmlinux]            [k] page_memcg
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-2982     [kernel.vmlinux]            [k] timerqueue_del
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] swapgs_restore_regs_and_return_to_usermode
     0.00%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-2954     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]            [k] resched_curr
     0.00%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-2994     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-2992     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-2997     [kernel.vmlinux]            [k] resched_curr
     0.00%     0.00%  iou-wrk-2985     [kernel.vmlinux]            [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] __calc_delta
     0.00%     0.00%  iou-wrk-2991     [kernel.vmlinux]            [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-3000     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-2959     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]            [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]            [k] rebalance_domains
     0.00%     0.00%  iou-wrk-2961     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-2986     [kernel.vmlinux]            [k] io_wake_function
     0.00%     0.00%  iou-wrk-2974     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]            [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3003     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-2954     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]            [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-2970     [kernel.vmlinux]            [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-2964     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2976     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-2996     [kernel.vmlinux]            [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]            [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-2978     [kernel.vmlinux]            [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-2999     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-2940     [kernel.vmlinux]            [k] kthread_blkcg
