# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 50663668354832
#
# Children      Self  Command          Shared Object               Symbol                                        
# ........  ........  ...............  ..........................  ..............................................
#
     1.15%     0.04%  iou-wrk-3245     [kernel.vmlinux]            [k] filemap_read
     1.15%     0.04%  iou-wrk-3224     [kernel.vmlinux]            [k] filemap_read
     1.15%     0.04%  iou-wrk-3235     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.04%  iou-wrk-3248     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.04%  iou-wrk-3222     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.04%  iou-wrk-3231     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.03%  iou-wrk-3238     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.04%  iou-wrk-3232     [kernel.vmlinux]            [k] filemap_read
     1.14%     0.03%  iou-wrk-3230     [kernel.vmlinux]            [k] filemap_read
     1.13%     1.11%  fio              [kernel.vmlinux]            [k] available_idle_cpu
     1.12%     0.04%  iou-wrk-3237     [kernel.vmlinux]            [k] filemap_read
     1.07%     0.63%  fio              [kernel.vmlinux]            [k] _raw_spin_lock
     1.05%     0.05%  kswapd0          [kernel.vmlinux]            [k] shrink_active_list
     1.04%     0.00%  swapper          [kernel.vmlinux]            [k] cpu_startup_entry
     1.04%     0.00%  swapper          [kernel.vmlinux]            [k] secondary_startup_64_no_verify
     1.04%     0.02%  swapper          [kernel.vmlinux]            [k] do_idle
     1.02%     0.00%  swapper          [kernel.vmlinux]            [k] start_secondary
     0.95%     0.05%  kswapd0          [kernel.vmlinux]            [k] shrink_page_list
     0.92%     0.43%  fio              [kernel.vmlinux]            [k] update_curr
     0.85%     0.04%  kswapd0          [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.84%     0.02%  fio              [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     0.84%     0.84%  kswapd0          [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.83%     0.03%  fio              [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.82%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] filemap_get_pages
     0.81%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3223     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.10%  fio              [kernel.vmlinux]            [k] check_preempt_curr
     0.80%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3226     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] filemap_get_pages
     0.78%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] filemap_get_pages
     0.78%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] filemap_get_pages
     0.75%     0.14%  fio              [kernel.vmlinux]            [k] put_prev_entity
     0.69%     0.08%  fio              [kernel.vmlinux]            [k] sched_clock_cpu
     0.69%     0.14%  fio              [kernel.vmlinux]            [k] set_next_entity
     0.69%     0.32%  fio              [kernel.vmlinux]            [k] check_preempt_wakeup
     0.66%     0.65%  fio              [kernel.vmlinux]            [k] __switch_to_asm
     0.66%     0.29%  fio              [kernel.vmlinux]            [k] psi_task_switch
     0.64%     0.02%  kswapd0          [kernel.vmlinux]            [k] __remove_mapping
     0.62%     0.33%  fio              [kernel.vmlinux]            [k] reweight_entity
     0.61%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.61%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.61%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3223     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.60%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.58%  fio              [kernel.vmlinux]            [k] native_sched_clock
     0.59%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3226     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.58%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.58%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.51%     0.48%  fio              [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.50%     0.01%  kswapd0          [kernel.vmlinux]            [k] __delete_from_page_cache
     0.49%     0.46%  fio              [kernel.vmlinux]            [k] _find_next_bit
     0.49%     0.47%  fio              [kernel.vmlinux]            [k] __update_load_avg_se
     0.48%     0.45%  fio              [kernel.vmlinux]            [k] __switch_to
     0.48%     0.00%  swapper          [kernel.vmlinux]            [k] cpuidle_enter
     0.48%     0.00%  swapper          [kernel.vmlinux]            [k] cpuidle_enter_state
     0.48%     0.02%  fio              [kernel.vmlinux]            [k] io_file_get_normal
     0.46%     0.00%  swapper          [kernel.vmlinux]            [k] schedule_idle
     0.46%     0.03%  swapper          [kernel.vmlinux]            [k] __sched_text_start
     0.45%     0.44%  fio              [kernel.vmlinux]            [k] __fget_files
     0.44%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] schedule_timeout
     0.44%     0.44%  fio              [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.44%     0.01%  iou-wrk-3253     [kernel.vmlinux]            [k] schedule_timeout
     0.44%     0.01%  iou-wrk-3241     [kernel.vmlinux]            [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3228     [kernel.vmlinux]            [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3250     [kernel.vmlinux]            [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3254     [kernel.vmlinux]            [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3259     [kernel.vmlinux]            [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3242     [kernel.vmlinux]            [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3260     [kernel.vmlinux]            [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3251     [kernel.vmlinux]            [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3233     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3224     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3226     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3240     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3239     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3225     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3221     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3252     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3244     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3255     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.41%  iou-wrk-3250     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.41%     0.01%  iou-wrk-3235     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3227     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3249     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3230     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3258     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3231     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3223     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3248     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.41%  iou-wrk-3242     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.41%     0.01%  iou-wrk-3243     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.41%  iou-wrk-3241     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.41%     0.01%  iou-wrk-3229     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.41%  iou-wrk-3233     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.41%     0.01%  iou-wrk-3222     [kernel.vmlinux]            [k] schedule_timeout
     0.40%     0.01%  iou-wrk-3232     [kernel.vmlinux]            [k] schedule_timeout
     0.40%     0.40%  iou-wrk-3253     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3256     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3239     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3228     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3246     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3221     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3259     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3254     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3245     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3234     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.01%  iou-wrk-3257     [kernel.vmlinux]            [k] schedule_timeout
     0.40%     0.40%  iou-wrk-3244     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3251     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3258     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3223     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3224     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3248     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.36%  fio              [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.40%     0.40%  iou-wrk-3225     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3236     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.40%  iou-wrk-3260     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] schedule_timeout
     0.39%     0.39%  iou-wrk-3238     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3222     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3247     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3243     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3227     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3226     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3255     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3240     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3230     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3257     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3229     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3249     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.38%  fio              [kernel.vmlinux]            [k] io_prep_rw
     0.39%     0.39%  iou-wrk-3252     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3232     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.39%  iou-wrk-3231     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.39%     0.05%  fio              [kernel.vmlinux]            [k] cpumask_next
     0.38%     0.38%  iou-wrk-3235     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
