# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 8276759233968
#
# Children      Self  Command          Shared Object               Symbol                                 
# ........  ........  ...............  ..........................  .......................................
#
     0.01%     0.00%  migration/19     [kernel.vmlinux]            [k] __sched_text_start
     0.01%     0.00%  migration/19     [kernel.vmlinux]            [k] balance_fair
     0.01%     0.00%  migration/19     [kernel.vmlinux]            [k] kthread
     0.01%     0.00%  migration/19     [kernel.vmlinux]            [k] newidle_balance
     0.01%     0.00%  migration/19     [kernel.vmlinux]            [k] put_prev_task_balance
     0.01%     0.00%  migration/19     [kernel.vmlinux]            [k] ret_from_fork
     0.01%     0.00%  migration/19     [kernel.vmlinux]            [k] schedule
     0.01%     0.00%  migration/19     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] update_blocked_averages
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] cpumask_next_and
     0.01%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-3253     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.01%  iou-wrk-3263     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] xas_store
     0.01%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.01%  iou-wrk-3270     [kernel.vmlinux]            [k] xas_create
     0.01%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] xas_store
     0.01%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3267     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] xas_store
     0.01%     0.01%  iou-wrk-3257     [kernel.vmlinux]            [k] xas_create
     0.01%     0.01%  iou-wrk-3239     [kernel.vmlinux]            [k] __next_zones_zonelist
     0.01%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.01%  iou-wrk-3241     [kernel.vmlinux]            [k] isolate_lru_pages
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  swapper          [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3248     [kernel.vmlinux]            [k] xas_create
     0.01%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3268     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.01%  iou-wrk-3232     [kernel.vmlinux]            [k] native_load_tls
     0.01%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.01%  iou-wrk-3232     [kernel.vmlinux]            [k] kmem_cache_free
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3233     [kernel.vmlinux]            [k] unlock_page
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-3267     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3241     [kernel.vmlinux]            [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] xas_store
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] run_rebalance_domains
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] __cond_resched
     0.01%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] mempool_alloc
     0.01%     0.00%  kswapd0          [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.01%     0.00%  kswapd0          [kernel.vmlinux]            [k] tick_sched_timer
     0.01%     0.01%  iou-wrk-3246     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] xas_store
     0.01%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] xas_store
     0.01%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] fput_many
     0.01%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] finish_task_switch
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] xa_load
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.00%  kswapd0          [kernel.vmlinux]            [k] __mod_memcg_state
     0.01%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] free_unref_page_list
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] psi_task_change
     0.01%     0.01%  swapper          [kernel.vmlinux]            [k] cpuidle_get_cpu_driver
     0.01%     0.01%  iou-wrk-3236     [kernel.vmlinux]            [k] rb_next
     0.01%     0.01%  iou-wrk-3253     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] __pagevec_lru_add
     0.01%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] lru_cache_add
     0.01%     0.01%  iou-wrk-3261     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3268     [kernel.vmlinux]            [k] xas_start
     0.01%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] psi_flags_change
     0.01%     0.00%  iou-wrk-3262     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] psi_memstall_enter
     0.01%     0.01%  iou-wrk-3269     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] update_process_times
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] get_next_timer_interrupt
     0.01%     0.01%  iou-wrk-3233     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] __list_del_entry_valid
     0.01%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.01%     0.01%  iou-wrk-3256     [kernel.vmlinux]            [k] __calc_delta
     0.01%     0.01%  swapper          [kernel.vmlinux]            [k] psi_flags_change
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] __remove_mapping
     0.01%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] shrink_page_list
     0.01%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] move_pages_to_lru
     0.01%     0.01%  iou-wrk-3252     [kernel.vmlinux]            [k] __mod_node_page_state
     0.01%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] __mod_lruvec_state
     0.01%     0.01%  iou-wrk-3267     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.01%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] __free_one_page
     0.01%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] free_pcppages_bulk
     0.01%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] free_unref_page_list
     0.01%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] io_req_complete_post
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] finish_task_switch
     0.01%     0.01%  iou-wrk-3263     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.01%     0.01%  iou-wrk-3260     [kernel.vmlinux]            [k] trigger_load_balance
     0.01%     0.01%  iou-wrk-3234     [kernel.vmlinux]            [k] kfree
     0.01%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.01%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] tick_sched_timer
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] update_process_times
     0.01%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  kswapd0          [kernel.vmlinux]            [k] uncharge_batch
     0.01%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3248     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3263     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.01%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] psi_task_change
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] __next_zones_zonelist
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] __mod_lruvec_state
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] free_unref_page_list
     0.01%     0.01%  iou-wrk-3248     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] iov_iter_restore
     0.01%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] xas_store
     0.01%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.01%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] iov_iter_restore
     0.01%     0.01%  iou-wrk-3268     [kernel.vmlinux]            [k] kfree
     0.01%     0.01%  iou-wrk-3260     [kernel.vmlinux]            [k] fput_many
     0.01%     0.01%  iou-wrk-3245     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.01%     0.01%  iou-wrk-3262     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3264     [kernel.vmlinux]            [k] wake_all_kswapds
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] psi_task_change
     0.01%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3261     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-3238     [kernel.vmlinux]            [k] enqueue_timer
     0.01%     0.01%  iou-wrk-3247     [kernel.vmlinux]            [k] enqueue_timer
     0.01%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] xas_store
     0.01%     0.01%  iou-wrk-3237     [kernel.vmlinux]            [k] dequeue_task
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3269     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3261     [kernel.vmlinux]            [k] xas_store
     0.01%     0.00%  iou-wrk-3265     [kernel.vmlinux]            [k] xas_store
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] __cond_resched
     0.01%     0.00%  iou-wrk-3270     [kernel.vmlinux]            [k] rcu_read_unlock_strict
