# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 32094324233218
#
# Children      Self  Command          Shared Object       Symbol                                              
# ........  ........  ...............  ..................  ....................................................
#
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] sched_clock_cpu
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] bio_add_page
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3654     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __sched_setaffinity
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3660     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] do_nanosleep
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  iou-wrk-3629     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] bio_endio
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] bio_uninit
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3664     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]    [k] __x64_sys_ppoll
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] __pagevec_lru_add
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __list_add_valid
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __set_cpus_allowed_ptr
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __set_cpus_allowed_ptr_locked
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] bio_uninit
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] rb_erase
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] rb_erase
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3628     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] __calc_delta
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] select_task_rq_fair
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] uncharge_page
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] bio_uninit
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] rb_erase
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] select_task_rq_fair
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  kworker/0:2-eve  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/0:2-eve  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/0:2-eve  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] bio_uninit
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] bio_uninit
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] prep_new_page
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3666     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] __update_load_avg_se
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] walk_component
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] bio_uninit
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3656     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] bio_add_page
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] __update_load_avg_se
