# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31618580708647
#
# Children      Self  Command          Shared Object         Symbol                                        
# ........  ........  ...............  ....................  ..............................................
#
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] native_sched_clock
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3079     [kernel.vmlinux]      [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] release_pages
     0.00%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]      [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3054     [kernel.vmlinux]      [k] read_tsc
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]      [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]      [k] current_time
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] update_curr
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]      [k] rb_erase
     0.00%     0.00%  iou-wrk-3066     [kernel.vmlinux]      [k] rb_erase
     0.00%     0.00%  iou-wrk-3035     [libnvdimm]           [k] to_nd_region
     0.00%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] current_time
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3044     [kernel.vmlinux]      [k] native_sched_clock
     0.00%     0.00%  iou-wrk-3044     [kernel.vmlinux]      [k] sched_clock_cpu
     0.00%     0.00%  iou-wrk-3086     [kernel.vmlinux]      [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] bio_add_page
     0.00%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3079     [kernel.vmlinux]      [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3057     [kernel.vmlinux]      [k] super_cache_count
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]      [k] up_read
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]      [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] current_time
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3083     [kernel.vmlinux]      [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3061     [kernel.vmlinux]      [k] __switch_to
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] io_clean_op
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] io_clean_op
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]      [k] down_read
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]      [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] bad_range
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] bio_endio
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]      [k] bio_uninit
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]      [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]      [k] __switch_to
     0.00%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3048     [kernel.vmlinux]      [k] sched_clock_cpu
     0.00%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] down_read
     0.00%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] io_clean_op
     0.00%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] down_read
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]      [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3061     [kernel.vmlinux]      [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]      [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3070     [libnvdimm]           [k] to_nd_region
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] cpumask_next
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]      [k] alloc_pages
     0.00%     0.00%  iou-wrk-3054     [kernel.vmlinux]      [k] __xas_next
     0.00%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3049     [kernel.vmlinux]      [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3085     [kernel.vmlinux]      [k] pick_next_entity
     0.00%     0.00%  iou-wrk-3084     [kernel.vmlinux]      [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3047     [kernel.vmlinux]      [k] try_to_del_timer_sync
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] fput_many
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3086     [kernel.vmlinux]      [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3074     [kernel.vmlinux]      [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3054     [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3030     [kernel.vmlinux]      [k] fput_many
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] reweight_entity
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]      [k] set_next_entity
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] __sched_text_start
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] kcompactd
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] schedule_timeout
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] bio_uninit
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __x64_sys_sched_setaffinity
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]      [k] __switch_to
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] down_read
     0.00%     0.00%  iou-wrk-3053     [libnvdimm]           [k] to_nd_region
     0.00%     0.00%  iou-wrk-3052     [kernel.vmlinux]      [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]      [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3030     [kernel.vmlinux]      [k] reweight_entity
     0.00%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] bad_range
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]      [k] __switch_to_asm
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] switch_mm_irqs_off
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] sched_setaffinity
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]      [k] dequeue_task_fair
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __sched_setaffinity
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __set_cpus_allowed_ptr
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __set_cpus_allowed_ptr_locked
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] ktime_get
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] get_page_from_freelist
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] kthread_blkcg
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kswapd0          [kernel.vmlinux]      [k] __count_memcg_events
     0.00%     0.00%  kswapd0          [kernel.vmlinux]      [k] perf_event_task_tick
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] _raw_spin_lock_irq
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]      [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]      [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3086     [kernel.vmlinux]      [k] __enqueue_entity
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]      [k] process_one_work
     0.00%     0.00%  iou-wrk-3084     [kernel.vmlinux]      [k] page_memcg
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]      [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]      [k] uncharge_page
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]      [k] select_task_rq_fair
     0.00%     0.00%  iou-wrk-3058     [kernel.vmlinux]      [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] uncharge_page
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] uncharge_page
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] release_pages
     0.00%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]      [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3076     [kernel.vmlinux]      [k] page_referenced
     0.00%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] page_mapping
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] page_referenced
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]      [k] ktime_get
     0.00%     0.00%  iou-wrk-3057     [kernel.vmlinux]      [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3073     [kernel.vmlinux]      [k] __update_load_avg_se
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] uncharge_page
     0.00%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]      [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]      [k] page_referenced
     0.00%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]      [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]      [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]      [k] bio_endio
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]      [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]      [k] native_sched_clock
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]      [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]      [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]      [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]      [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]      [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]      [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3085     [kernel.vmlinux]      [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]      [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3061     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]      [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-3079     [kernel.vmlinux]      [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3079     [kernel.vmlinux]      [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]      [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]      [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] uncharge_page
     0.00%     0.00%  iou-wrk-3058     [kernel.vmlinux]      [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] current_time
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]      [k] native_write_msr
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]      [k] page_mapping
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]      [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3089     [kernel.vmlinux]      [k] bio_uninit
     0.00%     0.00%  iou-wrk-3085     [kernel.vmlinux]      [k] page_memcg
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]      [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] cpumask_next
     0.00%     0.00%  iou-wrk-3057     [kernel.vmlinux]      [k] current_time
     0.00%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3045     [kernel.vmlinux]      [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] __xas_next
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] page_referenced
     0.00%     0.00%  iou-wrk-3059     [kernel.vmlinux]      [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] current_time
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] make_kgid
     0.00%     0.00%  iou-wrk-3053     [kernel.vmlinux]      [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3063     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]      [k] read_tsc
     0.00%     0.00%  iou-wrk-3091     [libnvdimm]           [k] to_nd_region
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]      [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]      [k] read_tsc
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] io_wake_function
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]      [k] up_read
     0.00%     0.00%  iou-wrk-3062     [kernel.vmlinux]      [k] bad_range
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]      [k] rb_next
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]      [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3055     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3092     [kernel.vmlinux]      [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3046     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]      [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3044     [kernel.vmlinux]      [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] bio_add_page
     0.00%     0.00%  iou-wrk-3038     [kernel.vmlinux]      [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3043     [kernel.vmlinux]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]      [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]      [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3060     [kernel.vmlinux]      [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]      [k] current_time
     0.00%     0.00%  iou-wrk-3031     [libnvdimm]           [k] to_nd_region
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]      [k] make_kuid
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]      [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3087     [kernel.vmlinux]      [k] page_referenced
     0.00%     0.00%  iou-wrk-3089     [kernel.vmlinux]      [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]      [k] ktime_get
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]      [k] __inode_security_revalidate
